Date,Open,Close,High,Low,Volume,Log_Returns,Log_Trading_Range,Log_Volume_Change,Previous_10_Day_Volatility,Previous_30_Day_Volatility,Next_10_Days_Volatility,SMA14,EMA14,RSI14,MACD_h,MACD_sl,GARCH_rolling_predictions,GARCH_forward_looking_predictions
2021-03-10,6.95,7.3,7.87,6.95,232997765.0,-0.04944226722481915,0.12431640285261092,-0.35807694237759335,0.06150802164056696,0.07018224305527745,0.05350988169406906,0.0,7.3,0.0,0.0,0.0,0,0.0
2021-03-11,7.47,7.9,7.98,7.13,260781650.0,0.07898841131863055,0.11262717703551273,0.11265460590262322,0.06363224637856857,0.06982089100890146,0.06575807580614255,0.0,7.380000000000001,0.0,0.0,0.0,0,0.0
2021-03-12,7.81,8.69,8.69,7.72,191936562.0,0.09531017980432477,0.11835857524061622,-0.3065185559660293,0.06654132433260346,0.06986166883679981,0.06565433770424343,0.0,7.554666666666668,0.0,0.0,0.0,0,0.0
2021-03-15,9.01,8.55,9.56,8.28,363814035.0,-0.016241656328631837,0.14374475866614178,0.6394779330477647,0.06733487660211836,0.06972126772929038,0.07057331023041982,0.0,7.68737777777778,0.0,0.0,0.0,0,0.0
2021-03-16,8.32,9.41,9.41,8.32,307772886.0,0.09584167064861937,0.12311069876417102,-0.16728071637333386,0.0673188287345205,0.06969089969131236,0.0695291409303951,0.0,7.917060740740743,0.0,0.0,0.0,0,0.0
2021-03-17,10.0,9.85,10.31,9.41,370780637.0,0.045698501586709295,0.09134134443158048,0.18624848494681956,0.06773020006605258,0.06876053045505026,0.07793631173327661,0.0,8.174785975308644,0.0,0.0,0.0,0,0.0
2021-03-18,9.61,10.84,10.84,9.61,318572973.0,0.09577154082750239,0.12043877302929884,-0.1517590494337,0.06949591643783357,0.06875908694740275,0.07798091107226877,0.0,8.530147845267493,0.0,0.0,0.0,0,0.0
2021-03-19,10.71,11.92,11.92,10.6,208187304.0,0.09497466562570356,0.11736366051918212,-0.4254133888747269,0.05502587498936326,0.06877704875585368,0.07799404103501074,0.0,8.982128132565162,0.0,0.0,0.0,0,0.0
2021-03-22,12.7,13.11,13.11,12.26,126098963.0,0.095157636138405,0.06703336726754339,-0.501371155189414,0.055056524327942294,0.0687916884879796,0.07556206434925238,0.0,9.53251104822314,0.0,0.0,0.0,0,0.0
2021-03-23,13.99,14.42,14.42,13.51,368367853.0,0.09524083408119433,0.06518597988469566,1.0720150201394496,0.05350988169406908,0.06876583713502225,0.07129061951319712,0.0,10.184176241793388,0.0,0.0,0.0,0,0.0
2021-03-24,13.88,13.07,15.13,12.98,373731150.0,-0.0982966042206721,0.15326981652432048,0.014454649205941195,0.06575807580614255,0.07182880965059464,0.07132247042886895,0.0,10.568952742887603,0.0,0.0,0.0,0,0.0
2021-03-25,13.07,13.55,13.68,12.03,349689621.0,0.03606701968957937,0.12853138220781668,-0.06649072474701256,0.06565433770424343,0.07067878279714988,0.06661767012132219,0.0,10.96642571050259,0.0,0.0,0.0,0,0.0
2021-03-26,13.19,12.96,13.87,12.66,277584066.0,-0.044518856401581264,0.09128081761071005,-0.23092213605358936,0.07057331023041982,0.07053509366015251,0.06553534422423922,0.0,11.23223561576891,0.0,0.0,0.0,0,0.0
2021-03-29,12.75,14.26,14.26,12.75,385689504.0,0.09559072406202107,0.11192714338171506,0.3289088241343592,0.0695291409303951,0.07151434875332428,0.06382962857501484,11.130714285714287,11.63593753366639,78.17160979067015,0.0,0.0,0,0.0
2021-03-30,13.1,13.22,13.97,12.83,317844936.0,-0.07572758056260964,0.08512599464132542,-0.193469010772084,0.07793631173327661,0.07227105851784327,0.05986628421650419,11.553571428571429,11.847145862510871,68.3201753659057,0.0,0.0,0,0.0
2021-03-31,12.6,13.45,14.38,12.11,309202056.0,0.017248271624307865,0.17180679472789961,-0.027568675103072593,0.07798091107226877,0.06856625191149202,0.05864260015710596,11.950000000000001,12.060859747509422,69.24331855536082,0.0,0.0,0,0.0
2021-04-01,13.36,12.82,13.65,12.35,247706812.0,-0.04797265455532429,0.10008345855698275,-0.22174912898255883,0.07799404103501073,0.06930498274350189,0.06023385291235607,12.245000000000001,12.1620784478415,63.762458051354166,0.0,0.0,0,0.0
2021-04-02,13.18,12.15,13.29,12.0,207297876.0,-0.05367728170596653,0.10210522293715352,-0.17808906375747213,0.07556206434925238,0.06867674368776867,0.058951448991778975,12.502142857142857,12.160467988129302,58.46255860449651,0.0,0.0,0,0.0
2021-04-06,11.9,12.88,13.09,11.9,241655974.0,0.05834655088965013,0.09531017980432477,0.15335834632148249,0.07129061951319712,0.06902056991939667,0.05674604445307952,12.75,12.256405589712063,62.15368502046438,0.0,0.0,0,0.0
2021-04-07,13.3,14.17,14.17,13.3,181200209.0,0.09545133302638176,0.06336301847488102,-0.2879125726606162,0.07132247042886895,0.06672421424741519,0.052833663789214495,13.05857142857143,12.511551511083788,67.62811279000664,0.0,0.0,0,0.0
2021-04-08,15.0,13.32,15.0,13.03,317092425.0,-0.06186038859034637,0.14079580996545626,0.5595907458658296,0.06661767012132219,0.06672988600758333,0.03952868858627479,13.235714285714286,12.619344642939282,61.33274074133472,0.0,0.0,0,0.0
2021-04-09,12.7,13.25,13.78,12.69,180421395.0,-0.005269112680011734,0.0824039838592161,-0.5638980947383132,0.06553534422423922,0.0668702357385049,0.036912951070103395,13.330714285714285,12.703432023880712,60.83053741589773,0.0,0.0,0,0.0
