Date,Open,Close,High,Low,Volume,Log_Returns,Log_Trading_Range,Log_Volume_Change,Previous_10_Day_Volatility,Previous_30_Day_Volatility,Next_10_Days_Volatility,SMA14,EMA14,RSI14,MACD_h,MACD_sl,GARCH_rolling_predictions,GARCH_forward_looking_predictions
2011-06-24,76.99,77.89,78.2,76.1,392969.0,0.013962734921266318,0.027221382683625173,-0.20058856671268188,0.02364448866227728,0.023317459737876366,0.03028699273147192,0.0,77.89,0.0,0.0,0.0,0,0.0
2011-06-27,77.98,77.5,78.7,77.13,533878.0,-0.005019638572555607,0.020150845477449053,0.306436620087835,0.023342369673290002,0.023257152233471197,0.0303867554277292,0.0,77.838,0.0,0.0,0.0,0,0.0
2011-06-28,77.35,77.5,77.88,76.89,169628.0,0.0,0.012793351459909452,-1.1465595443678929,0.022917233286160278,0.01995268437608875,0.029950704368374825,0.0,77.79293333333332,0.0,0.0,0.0,0,0.0
2011-06-29,77.35,76.3,78.26,76.2,205947.0,-0.015604998068890374,0.026675154089665476,0.1940110500627501,0.020458540456912717,0.020119788363703775,0.030521576184302842,0.0,77.59387555555554,0.0,0.0,0.0,0,0.0
2011-06-30,76.3,77.6,78.08,76.3,236248.0,0.016894488898762106,0.02306100381442633,0.13726324659594802,0.021436651603277096,0.019604474585349998,0.028660402741833155,0.0,77.59469214814814,0.0,0.0,0.0,0,0.0
2011-07-01,77.49,78.3,79.8,77.14,304139.0,0.0089801758075847,0.03390155167568132,0.25260273301786107,0.014418773084708748,0.019646506289522584,0.028845888163156645,0.0,77.68873319506172,0.0,0.0,0.0,0,0.0
2011-07-04,78.6,86.13,86.13,78.27,804840.0,0.09531017980432477,0.09569339498433571,0.9731586661522318,0.03200658937349231,0.026031643412983918,0.03010004775091128,0.0,78.81423543572015,0.0,0.0,0.0,0,0.0
2011-07-05,88.2,86.95,88.76,86.2,798799.0,0.009475457999209347,0.029265920394745848,-0.0075341502365873225,0.030902674589413634,0.026009080413275733,0.017251332542409844,0.0,79.8990040442908,0.0,0.0,0.0,0,0.0
2011-07-06,85.71,87.26,87.8,84.45,466583.0,0.003558926895172121,0.03890185738726171,-0.5376734245157095,0.03079499502360073,0.026008516658875557,0.01878329084078537,0.0,80.88047017171871,0.0,0.0,0.0,0,0.0
2011-07-07,87.26,89.15,94.8,86.4,845456.0,0.02142817661368568,0.09278173345096619,0.5944402016242556,0.030286992731472884,0.025376552697987196,0.01865094053013828,0.0,81.9830741488229,0.0,0.0,0.0,0,0.0
2011-07-08,89.11,89.79,90.63,88.0,322621.0,0.007153266223567378,0.029448469588483128,-0.9633978671049217,0.030386755427730158,0.02532538415314981,0.02577332503399723,0.0,83.0239975956465,0.0,0.0,0.0,0,0.0
