Actual_Value,Predicted_Value,Prediction_Error
0.024534461437440546,0.025897313,0.0013628514719241543
0.028701772136263994,0.027773805,0.0009279671736289533
0.029296211894472575,0.027409956,0.0018862560352883098
0.02986800750656084,0.028897,0.0009710070298428915
0.030600795328201893,0.027579753,0.003021042599858883
0.030551850081691822,0.024690853,0.0058609966498709525
0.03121437903085047,0.025434311,0.005780067551520406
0.031131028170247592,0.026127713,0.005003315369148768
0.030076084660629707,0.025554115,0.004521969707946258
0.02990399766168104,0.024089634,0.005814363243193493
0.023924657022071093,0.021346485,0.002578171779823512
0.020548403646345376,0.02602601,0.005477606866960288
0.021316709202898975,0.028022937,0.006706228273736004
0.020917143587715285,0.02897611,0.0080589671537808
0.030135276240923516,0.029704504,0.0004307725258852167
0.03077599427875513,0.030190883,0.0005851110744141963
0.029666333203528725,0.029882718,0.00021638467409769435
0.031436371617971366,0.031230705,0.00020566675907224968
0.03145614060226575,0.03424464,0.0027885010593782303
0.032593469754548896,0.03570855,0.0031150806092301725
0.031710460576114215,0.035702765,0.003992304411831342
0.031534751190392375,0.035347365,0.003812613652499318
0.03117489880886381,0.030650182,0.0005247171130449077
0.04585530075144908,0.03800745,0.007847851392747372
0.0402541057624018,0.04077397,0.0005198633812272743
0.043022868998660736,0.043564256,0.000541387281999893
0.04800010282103181,0.050126277,0.0021261740892732153
0.048665641094664924,0.05407129,0.005405647461195595
0.048788605161668594,0.057200868,0.008412262521026795
0.05236318548100684,0.055482823,0.0031196379206826913
0.05207111787926388,0.05539536,0.0033242431567983635
0.06287182779715722,0.055361684,0.0075101433853930755
0.06264902565356964,0.05817948,0.004469546561210097
0.05411562823330993,0.054212943,9.731448614960087e-05
0.053823981595837116,0.054073405,0.0002494229249129301
0.05633248087308006,0.0534533,0.0028791807248313844
0.03643418232746733,0.048578687,0.01214450468472826
0.035983374374419716,0.043041192,0.007057817620724174
0.045708889604256134,0.04412435,0.0015845396525120542
0.0455206066793758,0.04621465,0.0006940446370285458
0.05325962338101119,0.04638551,0.0068741116250678885
0.048041898692944805,0.04786121,0.0001806876910717889
0.048731353255963755,0.04592762,0.0028037318317656046
0.04895836930238775,0.04494999,0.004008379536505256
0.05156201399415254,0.044854037,0.006707976530487533
0.04422425178042614,0.047258146,0.0030338943267706683
0.04495709294819374,0.047206677,0.002249584548239515
0.0449844869399808,0.04521036,0.00022587454073209196
0.04335429195502703,0.0416064,0.0017478917930454502
0.04412590000610869,0.042215656,0.0019102435169748577
0.041177322546020356,0.040490456,0.0006868666205557261
0.04118063336687069,0.038541242,0.0026393908865926727
0.0397119402533278,0.038903173,0.000808767194102715
0.038755354117847446,0.036723148,0.0020322060401210817
0.03683106868890897,0.03029883,0.006532239610234657
0.02586864551099794,0.027057203,0.0011885570218895178
0.023768711928477883,0.027504036,0.0037353242745488888
0.024152686732945433,0.026912203,0.0027595163256549926
0.021452521197819707,0.025377639,0.0039251174401998545
0.02346919941336984,0.023379048,9.015108079785811e-05
0.025941388337978565,0.023936953,0.0020044349423734772
0.02396917155600567,0.025423799,0.0014546271541021338
0.024057846317969377,0.026639372,0.002581525792397444
0.026005202430236865,0.025427664,0.0005775387314444075
0.02604338627544336,0.026642649,0.0005992622277409577
0.02258367541844319,0.028060073,0.005476397614532006
0.023338725969460745,0.026536973,0.003198247223827104
0.036669664028126166,0.032377776,0.004291888269621298
0.03628676283014341,0.033836678,0.0024500851596645917
0.03517494909452152,0.035703935,0.0005289856345777541
0.034080452552403884,0.03582897,0.0017485178202729657
0.03201019884664836,0.032083645,7.344661634144795e-05
0.031801471754261415,0.029941594,0.0018598775261129546
0.03685930617394875,0.033440676,0.0034186305874867318
0.037810142449203755,0.034633193,0.0031769492841398975
0.03831061182388157,0.032427102,0.005883509496534767
0.03591557737589742,0.032658633,0.0032569445312109133
0.028995274198526284,0.031570066,0.0025747915680466686
0.031181749790455227,0.031908244,0.0007264941041217991
0.03247588722679723,0.029526886,0.0029490016278992948
0.031766357999650364,0.028435282,0.003331075590459233
0.028997036256441972,0.028633492,0.00036354418898572674
0.029091955857801888,0.026771922,0.002320034193325493
0.019780933581165654,0.023257423,0.003476489611096995
0.022749548275730492,0.024984935,0.002235387022831558
0.023440048572314038,0.028093474,0.004653425413477168
0.03268698169970098,0.029225819,0.003461162886853844
0.03273821365256057,0.026784284,0.00595392961222873
0.030737932948195334,0.024935171,0.005802761940085287
0.029818809475359243,0.026772587,0.003046222846564573
0.03108550024166208,0.029724956,0.0013605446828852258
0.030914487287652972,0.027930364,0.002984123274934771
0.03224634264083542,0.0301364,0.0021099418071094875
0.03154146653823077,0.03263888,0.0010974148172932935
0.036639299399506456,0.03269412,0.0039451794394367995
0.049923897331714415,0.039467707,0.010456190055370115
0.04622837378534859,0.04034621,0.005882164825530702
0.04619580123707665,0.04397443,0.0022213718681038733
0.04631962959016001,0.047144044,0.0008244146004852057
0.046387156044230535,0.04483926,0.0015478968071795246
0.0458748073996959,0.04226838,0.0036064268769679317
0.046087153694545684,0.041321956,0.00476519807330316
0.04495443105291257,0.042391486,0.0025629445869816345
0.04443280902207277,0.0370178,0.007415009108189562
0.033977340258016166,0.032493044,0.0014842965670962896
0.014518694714269165,0.023991387,0.009472692623177048
0.013639582889408431,0.019868458,0.006228874800472893
0.019660128482050666,0.018641924,0.0010182039964864338
0.023040563145575687,0.022615578,0.0004249851199962344
0.024074605166269154,0.022631073,0.0014435317956932488
0.024222058205281092,0.021459196,0.002762862442408396
0.0240326239237538,0.0265578,0.002525175504947602
0.02724763185471333,0.026159065,0.0010885670104626502
0.02696535995108685,0.03001997,0.003054610659650951
0.028030820929321396,0.03092102,0.002890198684421433
0.028789591406715997,0.032961577,0.004171985770331732
0.028409615324670973,0.036643136,0.008233520968025026
0.02721191817720209,0.036160845,0.008948927132293834
0.025638976085891982,0.033595625,0.007956649225244264
0.03128996920998707,0.03557405,0.00428407954756603
0.04174185814386943,0.03803334,0.0037085180175934138
0.04324857109276601,0.044494744,0.0012461732974832426
0.05316978055729474,0.04808189,0.005087890808721435
0.0531758147273219,0.049217835,0.003957979658619201
0.05216495855148972,0.05010531,0.00205964757498444
0.05648947979733384,0.053689312,0.0028001676075164114
0.05724466339848786,0.0554085,0.0018361632635429462
0.0600237378854688,0.0549015,0.005122238584273658
0.06037237555415693,0.056494802,0.003877573317599921
0.058819860611799744,0.054324914,0.004494946841839341
0.05183632562776859,0.051891666,5.534027794544538e-05
0.05552227427595402,0.05252647,0.002995804002220881
0.051039624768289285,0.05275507,0.0017154442193186709
0.05252380202258764,0.05519819,0.002674386848557607
0.05197212341330621,0.053141553,0.001169429541605975
0.04643137604507502,0.049263272,0.002831896389398021
0.04285365194370848,0.04594405,0.0030903980107058887
0.04156033790633436,0.04129613,0.0002642097227310708
0.04083113631829236,0.038073324,0.0027578126512429538
0.03531864227490901,0.03827237,0.002953727378077517
0.03504725058623546,0.041659843,0.006612592590367859
0.04069609402213673,0.042352926,0.0016568319639148274
0.03832568082564142,0.037883714,0.00044196698420312375
0.0385357803928876,0.038187455,0.0003483250069642174
