Actual_Value,Predicted_Value,Prediction_Error
0.03206471077242022,0.038496364,0.006431653135632223
0.030690863067184583,0.040072538,0.009381674891437396
0.03465679434286333,0.036885995,0.0022292010749699956
0.030101364597227297,0.03475699,0.0046556236897447485
0.030373806291609476,0.032690655,0.002316849148482611
0.029582124083808985,0.036040444,0.0064583198432406515
0.040859148556849204,0.041153852,0.00029470333967522577
0.04156130164587289,0.044046994,0.002485692652823626
0.04145000935319492,0.044490673,0.0030406632947581128
0.048427050241092756,0.04540816,0.0030188907466927317
0.05173681728395162,0.044957757,0.0067790602877968315
0.0530117594518495,0.04631174,0.006700019619686644
0.0499370622923027,0.049516454,0.00042060795327529543
0.051155728122167274,0.052990817,0.0018350884113982474
0.051256150721648866,0.054485865,0.0032297142156565845
0.05285298121638549,0.04931789,0.0035350923008467053
0.04408649225077065,0.044848558,0.0007620653108653189
0.04840118307100371,0.042994957,0.005406225653754031
0.047429665589868414,0.04361038,0.0038192864900225276
0.039908876960956165,0.04602726,0.006118384802854947
0.0344594759105272,0.04703204,0.012572563702004463
0.03410511559857989,0.04473753,0.01063241341100072
0.0427512707206677,0.043070517,0.0003192467597056825
0.043185004789027474,0.040254913,0.002930091518553994
0.04318384127711546,0.040579934,0.0026039076039720763
0.04032212681179773,0.04228333,0.001961203300897961
0.03884102293564544,0.041326616,0.00248559302376046
0.036601700349522454,0.041739833,0.005138132260369438
0.03933015770332296,0.041576035,0.0022458776174358597
0.037018109554098136,0.037022,3.888761951439945e-06
0.03788395394102616,0.03457419,0.003309765648999638
0.03897195252029377,0.030254569,0.00871738361565548
0.029853697342877617,0.030563524,0.0007098266500184629
0.028601636643327606,0.030982016,0.0023803790111170883
0.0308277698533877,0.030809604,1.8166221891269263e-05
0.03281330991854374,0.031424563,0.001388746540448113
0.03338771342579539,0.032371324,0.00101638987008746
0.03709036007747936,0.03171291,0.005377451779702183
0.03560652358593922,0.032842573,0.002763950807475858
0.038628336846443005,0.03300046,0.00562787508925993
0.03499017691202781,0.03473011,0.00026006659455916903
0.03544353681966689,0.037424777,0.0019812398834523903
0.03564298814272408,0.03783003,0.002187040540223076
0.03943804578776832,0.03978976,0.000351712834878011
0.03894888371243809,0.03996074,0.001011854559036747
0.03833788921231932,0.04070751,0.0023696207523851917
0.03835064346001579,0.04166808,0.0033174363334374235
0.041849429813927086,0.045078985,0.003229555579120247
0.04199193776828762,0.04839643,0.0064044931413460154
0.04888626739299608,0.05304303,0.004156762809392686
