公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-07,41.0,42.0,39.56,39.95,5113352.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-10,39.4,39.94,35.96,36.4,3620016.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-11,37.18,38.87,36.98,37.34,3259249.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-12,36.49,36.66,35.0,36.0,1816086.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-13,36.15,37.1,35.17,37.02,1573819.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-14,36.64,37.9,35.71,37.26,1908083.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-17,36.29,38.0,35.77,35.77,2052013.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-18,35.41,36.49,34.52,35.81,1641914.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-19,35.52,37.45,35.51,36.82,1992840.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-20,36.23,37.19,35.8,35.85,1331851.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-21,34.35,37.28,34.11,36.77,1982197.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-24,36.96,38.78,36.92,38.48,2881585.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-25,37.99,39.3,37.82,38.45,2342274.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-26,38.35,38.83,37.52,37.75,1351200.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-27,37.59,38.66,37.21,38.41,1338968.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-28,39.0,39.1,38.02,38.28,1578715.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-05-31,38.06,38.6,37.03,37.12,1302092.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-06-01,36.88,37.0,35.41,36.0,1187516.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-06-02,35.4,36.49,35.4,36.47,568681.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-06-03,36.55,37.1,36.2,36.2,835073.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-06-04,36.19,36.82,35.65,36.7,665302.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-06-07,35.97,37.78,35.7,37.66,1460505.0
78700,90_002400,C002400,2400,省广集团,2400,Norm,CNE100000P10,2010-06-08,37.75,39.74,37.61,38.68,2469314.0
