公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2021-04-15,10.0,10.0,10.0,10.0,1600.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2021-10-28,10.0,10.0,10.0,10.0,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2021-11-08,10.01,10.01,10.01,10.01,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2021-11-18,15.0,15.0,15.0,15.0,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2021-12-21,10.07,10.07,10.07,10.07,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-01-06,17.98,17.98,17.98,17.98,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-01-14,18.1,18.1,18.1,18.1,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-07,18.1,18.1,18.1,18.1,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-10,18.1,18.1,18.1,18.1,200.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-11,18.1,18.1,18.1,18.1,300.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-18,20.01,20.27,20.01,20.27,200.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-22,25.01,25.01,25.01,25.01,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-24,28.0,28.0,28.0,28.0,300.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-02-28,30.0,30.0,30.0,30.0,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-03-09,20.0,20.0,20.0,20.0,100.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-09-27,11.0,20.1,10.92,14.9,6985538.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-09-28,13.0,14.8,12.21,14.12,5183205.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-09-29,14.55,18.22,14.12,16.46,4660727.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-09-30,15.5,15.8,13.16,13.39,3747960.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-10,13.17,13.59,11.33,11.61,3026087.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-11,11.58,12.7,11.01,11.89,2035512.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-12,11.7,12.78,11.53,12.2,1988935.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-13,12.04,12.16,11.55,11.55,1505810.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-14,11.62,11.67,11.34,11.39,1251384.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-17,11.42,11.72,11.38,11.53,1112148.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-18,11.6,13.32,11.39,13.02,3088191.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-19,12.69,12.72,12.12,12.45,1675773.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-20,12.38,14.32,12.33,13.97,3320627.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-21,13.9,15.3,13.11,14.35,3282171.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-24,13.6,14.68,13.38,13.38,1619143.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-25,13.0,13.49,12.73,12.85,1060216.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-26,12.81,13.48,12.8,12.85,1034173.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-27,12.91,12.98,12.0,12.05,1500086.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-28,11.91,12.12,11.2,11.51,1157551.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-10-31,11.42,12.15,11.22,11.7,1053848.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-01,11.6,11.73,11.28,11.72,1094604.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-02,11.7,11.88,11.5,11.76,795672.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-03,11.7,12.12,11.4,11.84,595883.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-04,11.84,11.97,11.71,11.91,714314.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-07,11.77,12.14,11.77,12.04,904224.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-08,12.14,12.72,12.14,12.55,1137861.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-09,12.43,12.49,12.0,12.01,1043703.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-10,12.09,12.16,11.59,11.9,697621.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-11,11.95,12.02,11.67,11.74,554754.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-14,11.78,11.78,11.4,11.55,619437.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-15,11.57,11.63,11.39,11.63,465031.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-16,11.56,11.78,11.53,11.66,535249.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-17,11.88,11.88,11.5,11.63,353656.0
625529,18_873122,C873122,873122,中纺标,873122,Norm,CNE100005K93,2022-11-18,11.53,11.67,11.38,11.49,623351.0
