公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-09,10.39,10.58,9.58,9.91,126682717.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-10,10.2,10.89,9.68,9.7,111541329.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-11,9.1,9.26,8.71,8.94,94072765.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-14,8.6,8.82,8.18,8.2,72565733.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-15,8.01,8.09,7.42,7.49,70627474.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-16,7.66,8.19,7.57,7.99,82468658.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-17,7.9,8.45,7.86,8.19,85354933.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-18,8.15,8.48,8.0,8.24,60668644.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-21,8.15,8.42,8.07,8.08,52763511.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-22,8.05,9.5,7.77,8.56,103672804.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-23,8.36,8.4,8.07,8.09,62903683.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-24,8.0,8.13,7.78,7.78,38220373.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-25,7.83,8.09,7.63,7.83,41762962.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-28,7.7,8.07,7.6,8.0,37343369.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-29,7.94,8.01,7.56,7.58,38095437.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-30,7.64,7.7,7.51,7.63,23758408.0
337067,90_301215,C301215,301215,中汽股份,301215,Norm,CNE1000058K7,2022-03-31,7.58,7.7,7.24,7.26,36058521.0
