公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-11-23,32.02,32.4,30.68,30.7,7427598.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-11-24,30.06,31.48,30.01,30.5,5215698.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-11-25,30.04,31.99,29.65,30.84,5880386.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-11-28,29.27,30.28,29.0,29.5,4746328.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-11-29,31.16,33.89,31.09,32.28,9219737.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-11-30,32.2,33.35,31.21,31.5,7770157.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-01,30.88,31.6,30.3,30.45,5311052.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-02,30.55,30.55,30.07,30.17,3042932.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-05,30.28,30.68,30.0,30.68,3337174.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-06,30.73,30.73,29.59,29.71,4346418.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-07,29.55,29.9,29.5,29.62,1956775.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-08,29.61,29.89,29.33,29.61,2229852.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-09,29.31,29.65,29.29,29.36,2111579.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-12,29.17,29.32,28.85,28.95,2095402.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-13,29.05,29.24,28.9,29.19,1747358.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-14,29.3,29.39,28.93,28.94,1703835.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-15,28.71,28.93,28.51,28.72,1709645.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-16,28.83,28.96,28.45,28.49,1572392.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-19,28.3,28.44,27.24,27.32,1982984.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-20,27.18,27.3,26.78,26.93,1247274.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-21,26.93,26.99,26.0,26.15,1330617.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-22,26.22,26.7,26.02,26.29,1340001.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-23,26.05,26.45,25.48,25.58,1273201.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-26,25.62,25.96,25.42,25.9,986928.0
19833012,90_301365,C301365,301365,矩阵股份,301365,Norm,CNE1000065G0,2022-12-27,25.85,26.79,25.65,26.25,1755721.0
