公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-02,8.25,8.27,8.15,8.18,4536749.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-03,8.28,8.37,8.21,8.25,6033800.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-04,8.26,8.35,8.2,8.3,5327881.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-05,8.3,8.35,8.21,8.32,4204498.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-08,8.32,8.32,8.18,8.22,4413026.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-09,8.22,8.24,8.13,8.17,4500114.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-10,8.2,8.21,8.1,8.12,3150100.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-11,8.12,8.2,8.09,8.17,3427938.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-12,8.17,8.17,8.08,8.09,2938700.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-15,8.09,8.1,7.81,7.84,5515200.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-16,7.8,7.98,7.8,7.93,3983003.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-17,7.88,7.94,7.8,7.89,3733202.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-18,7.9,7.96,7.86,7.9,2735700.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-19,7.9,8.15,7.9,8.09,5104900.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-22,8.09,8.17,7.99,8.12,4592207.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-23,8.12,8.18,8.08,8.17,3731411.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-24,8.16,8.19,8.09,8.14,4579199.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-25,8.15,8.25,8.13,8.14,5239386.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-26,8.14,8.16,8.08,8.12,4152088.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-29,8.18,8.32,8.14,8.17,6484600.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-30,8.02,8.18,7.85,8.15,8767344.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-01-31,8.08,8.15,8.0,8.0,5102711.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-01,8.02,8.07,7.62,7.69,5309976.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-02,7.64,7.79,7.19,7.7,8500462.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-05,7.5,7.69,7.42,7.69,4726264.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-06,7.5,7.55,7.22,7.37,4752000.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-07,7.49,7.51,7.13,7.39,4427667.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-08,7.3,7.46,7.3,7.43,3031190.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-09,7.29,7.4,6.89,7.4,7455473.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-12,7.38,7.5,7.35,7.45,4019976.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-13,7.46,7.52,7.35,7.4,2795536.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-14,7.41,7.47,7.36,7.45,1983200.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-22,7.46,7.52,7.37,7.43,3730240.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-23,7.41,7.46,7.26,7.39,4138646.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-26,7.39,7.56,7.32,7.56,5360812.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-27,7.52,7.65,7.47,7.58,4082281.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-02-28,7.53,7.82,7.49,7.71,6541034.0
116651,90_002564,C002564,2564,*ST天沃,2564,Norm,CNE1000010Z6,2018-03-01,7.64,7.88,7.64,7.86,6234629.0
