公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-19,172.25,192.88,172.0,191.25,6865235.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-20,191.99,196.5,184.2,187.5,4747342.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-21,186.16,188.73,176.5,182.4,3258616.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-22,180.39,184.26,177.55,179.61,1945423.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-25,180.0,197.48,179.62,194.45,2902868.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-26,192.01,212.22,191.8,204.97,2731887.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-27,204.97,209.99,193.61,196.37,2412460.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-28,196.07,198.78,174.06,178.8,2720603.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-10-29,168.0,180.4,167.0,169.23,2276417.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-11-01,165.0,166.58,155.11,157.0,2052834.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-11-02,158.11,171.22,158.11,167.61,1675120.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-11-03,165.6,181.0,165.6,177.42,1375552.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-11-04,176.45,178.95,173.83,177.45,1208684.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-11-05,176.05,181.0,176.05,177.8,725580.0
609266,90_301080,C301080,301080,百普赛斯,301080,Norm,CNE100004S13,2021-11-08,180.0,182.56,170.3,176.3,750435.0
